mid,publish_time,user_name,user_link,content,weibo_link,forward_num,comment_num,like_num
4755711931973828,2022-04-07 20:12:23,唯易的尾翼,https://weibo.com/u/5913866240,转发微博,https://weibo.com/5913866240/LnnjX8htW,0,0,0
4755353574835706,2022-04-06 20:28:25,努力为明天201104,https://weibo.com/u/6386690153,快转微博,https://weibo.com/6386690153/LndZXkhZg,0,0,0
4755050335831842,2022-04-06 00:23:27,Trista_Yuki,https://weibo.com/u/6618786806,快转微博,https://weibo.com/6618786806/Ln66Rot7Y,0,0,0
4754515657491820,2022-04-04 12:58:50,喑茈莘香,https://weibo.com/u/3271543754,快转微博,https://weibo.com/3271543754/LmSctvqXO,0,0,0
4754185172815729,2022-04-03 15:05:36,大恶魔已重生养乐多,https://weibo.com/u/7413951471,又酸又菜是没有好下场的！👊👊,https://weibo.com/7413951471/LmJBrbOuZ,0,1,1
4753194238086772,2022-03-31 21:27:59,十二野瑾,https://weibo.com/u/6538481138,快转微博,https://weibo.com/6538481138/LmjP9xVJO,0,0,0
4753185061213425,2022-03-31 20:51:31,森夜17195,https://weibo.com/u/7673590462,快转微博,https://weibo.com/7673590462/LmjAm55Fn,0,0,0
4751706133370054,2022-03-27 18:54:47,花间沏早茶,https://weibo.com/u/5574787232,快转微博,https://weibo.com/5574787232/LlH6Ze8HI,0,0,0
4751346467343280,2022-03-26 19:05:36,小小怪大脑袋,https://weibo.com/u/6608013397,快转微博,https://weibo.com/6608013397/LlxKSuOk0,0,0,0
4751279476442239,2022-03-26 14:39:23,Carlchanie,https://weibo.com/u/3194670652,转发微博,https://weibo.com/3194670652/Llw0Pr1V5,0,0,0
4750867091166086,2022-03-25 11:20:44,迷茫的彩色五花肉,https://weibo.com/u/7365623184,快转微博,https://weibo.com/7365623184/LllhH4TlQ,0,0,0
4750864307194759,2022-03-25 11:09:40,西交希望交通运输系团总支,https://weibo.com/u/7524846242,#西南交通大学希望学院[超话]##西希分享#   这以后让咱打工人吃啥[泪][泪],https://weibo.com/7524846242/LlldcubGv,0,0,0
4750482704696405,2022-03-24 09:53:19,蝴蝶翩翩公子少年,https://weibo.com/u/2671283513,黄曲霉素是高致癌物，别再吃了！！,https://weibo.com/2671283513/LlbhIjHKt,0,0,1
4750320314614375,2022-03-23 23:08:01,宋海云cs神918,https://weibo.com/u/6118734095,转发微博,https://weibo.com/6118734095/Ll73Njmpp,0,0,0
4750206577412630,2022-03-23 15:36:05,一只亭鱼游啊游,https://weibo.com/u/5549843017,转发微博,https://weibo.com/5549843017/Ll46lv6my,0,0,0
4750192346400068,2022-03-23 14:39:32,蔡蔡要赚钱,https://weibo.com/u/7571768748,快转微博,https://weibo.com/7571768748/Ll3JoqQWU,0,0,0
4750161110893688,2022-03-23 12:35:24,Bdu253xhw486nkcns,https://weibo.com/u/2828320023,//@我真的已经吃不下啦:啊，你就下架酸菜系列啊，就只有酸菜系列有问题啊[求饶][求饶][求饶]其他系列没有问题吗[求饶][求饶][求饶]可真逗,https://weibo.com/2828320023/Ll2V13Kuk,0,0,0
4749539954919826,2022-03-21 19:27:10,大花4666,https://weibo.com/u/3820500086,还好不喜欢吃,https://weibo.com/3820500086/LkML9kDS2,0,0,0
4749532439513936,2022-03-21 18:57:18,咔哇吉咔,https://weibo.com/u/6822901203,快转微博,https://weibo.com/6822901203/LkMz1DV0A,0,0,0
4749505129614517,2022-03-21 17:08:47,乔芭玛莉小白粥Mco,https://weibo.com/u/5228148836,康家 的方便面太坏了[怒]怎么可以只下架？罚到破产退市，好吗？,https://weibo.com/5228148836/LkLQYElaR,0,0,0
4749451028070717,2022-03-21 13:33:47,MAyinur106,https://weibo.com/u/5623233168,快转微博,https://weibo.com/5623233168/LkKrIxRyR,0,0,0
4749423344881788,2022-03-21 11:43:48,韩钰19,https://weibo.com/u/3868732891,[good][good]//@东东de时光机:[doge] http://t.cn/A66frWF5,https://weibo.com/3868732891/LkJJ4ktYw,0,0,0
4749419808821893,2022-03-21 11:29:45,路的尽头是什么呢,https://weibo.com/u/5295454260,快转微博,https://weibo.com/5295454260/LkJDmB0YB,0,0,0
4749413233462825,2022-03-21 11:03:37,如果不爱我的话可以离开,https://weibo.com/u/7082282566,朋友们老坛酸菜牛肉面不能吃了,https://weibo.com/7082282566/LkJsLewQ1,0,0,0
4749378239334489,2022-03-21 08:44:34,大牛马阿盛,https://weibo.com/u/7488776768,快转微博,https://weibo.com/7488776768/LkIyjDakh,0,0,0
4749263891073292,2022-03-21 01:10:11,大康反垄断guards,https://weibo.com/u/6411726395,20年前我在康师傅方便面做质量品控时，康师傅没有老坛酸菜面。都是牛肉，虾面这类有点高档次方便面。 自从统一方便面先出了老坛酸菜方便面，康师傅也跟风出了同质化的老坛酸菜方便面。结果康师傅品牌被统一品牌带沟里了！真是猪一样的同行！ 同情康师傅！[抱抱],https://weibo.com/6411726395/LkFzT4vda,0,0,0
4749131484235649,2022-03-20 16:24:03,遥远的思念那么近,https://weibo.com/u/7501538807,快转微博,https://weibo.com/7501538807/LkC8khLSV,0,0,0
4749109720252534,2022-03-20 14:57:33,清清小骨,https://weibo.com/u/6587450751,无大语了[傻眼],https://weibo.com/6587450751/LkBze13H8,0,0,0
4749064728478540,2022-03-20 11:58:46,假枪杀死,https://weibo.com/u/1984428731,真正该道歉的是食药监。,https://weibo.com/1984428731/LkAoEzzEE,0,0,0
4749049151095746,2022-03-20 10:56:52,猫和公园还有湖,https://weibo.com/u/7337382332,#康师傅下架老坛酸菜牛肉面# 食品行业的企业最怕失去信誉了[拜拜][拜拜][拜拜]//@我真的已经吃不下啦:啊，你就下架酸菜系列啊，就只有酸菜系列有问题啊[求饶][求饶][求饶]其他系列没有问题吗[求饶][求饶][求饶]可真逗,https://weibo.com/7337382332/LkzZx4B3k,0,0,2
4748857117773321,2022-03-19 22:13:49,绫婷2020,https://weibo.com/u/7417028914,快转微博,https://weibo.com/7417028914/LkuZNwCc9,0,0,0
4748788645758757,2022-03-19 17:41:44,52陈余Tony,https://weibo.com/u/6236534314,快转微博,https://weibo.com/6236534314/Lktdmoa7b,0,0,0
4748773957834134,2022-03-19 16:43:22,给你日不落的爱意,https://weibo.com/u/7555278824,哈哈 不吃泡面的理由又多了一个//@我真的已经吃不下啦:啊，你就下架酸菜系列啊，就只有酸菜系列有问题啊[求饶][求饶][求饶]其他系列没有问题吗[求饶][求饶][求饶]可真逗,https://weibo.com/7555278824/LksPFwS10,0,0,0
4748755788108324,2022-03-19 15:31:10,桃子啵啵乐,https://weibo.com/u/7200521477,转发微博,https://weibo.com/7200521477/Lksmmy1lq,0,0,0
4748749559564408,2022-03-19 15:06:24,寒风_泪,https://weibo.com/u/1971530253,转发微博,https://weibo.com/1971530253/LkscjE88E,0,0,0
4748714520084733,2022-03-19 12:47:10,网络良民璞璞子,https://weibo.com/u/6630876820,[吐][吐][吐][吐][吐],https://weibo.com/6630876820/LkrhO0m2F,0,0,0
4748713274640093,2022-03-19 12:42:14,SmallY不歪,https://weibo.com/u/7591401324,转发微博,https://weibo.com/7591401324/LkrfNjt6d,0,0,0
4748670186031592,2022-03-19 09:51:01,Bella7733,https://weibo.com/u/6436787546,快转微博,https://weibo.com/6436787546/Lkq8ipj5K,0,0,0
4748527030506023,2022-03-19 00:22:10,一个人123958,https://weibo.com/u/5711309525,快转微博,https://weibo.com/5711309525/Lkmpp27DF,0,0,0
4748514657834657,2022-03-18 23:33:00,我也不是说我想喝啦x,https://weibo.com/u/6012642330,救命 我今天中午才……,https://weibo.com/6012642330/Lkm5rwS9r,0,0,0
4748500443857420,2022-03-18 22:36:30,佟hq-姚j,https://weibo.com/u/7684350712,转发微博,https://weibo.com/7684350712/LklIwgbus,0,0,0
4748408080043072,2022-03-18 16:29:30,我我爱王敏,https://weibo.com/u/6534261035,转发微博,https://weibo.com/6534261035/Lkjjy0bcI,0,0,0
4748400731882368,2022-03-18 16:00:17,gtbzl,https://weibo.com/u/2033300477,转发微博,https://weibo.com/2033300477/Lkj7H7TGM,0,0,0
4748375746938379,2022-03-18 14:21:00,風與海邊緣,https://weibo.com/u/1856577640,转发微博,https://weibo.com/1856577640/Lkitot6Zl,0,0,0
4748337989028178,2022-03-18 11:50:59,追星真的快乐llu,https://weibo.com/u/6816211654,快转微博,https://weibo.com/6816211654/LkhuuBSDM,0,0,0
