mid,publish_time,user_name,user_link,content,weibo_link,forward_num,comment_num,like_num
4756665159386960,2022-04-10 11:20:11,陆锡鑫,https://weibo.com/u/1760298927,#上海疫情# 已经这么久了，外溢还在持续，说明发布会上那种哽咽、那种照本宣科都是演戏，瘟訇那种没事#拼图# 都是放屁。,https://weibo.com/1760298927/LnM7pDnYA,14,2,23
4756791898670037,2022-04-10 19:43:47,我是鼹鼠妞妞,https://weibo.com/u/2895574422,[怒][怒][怒][怒][怒]//@洛梅笙:上海还有人能乘车出市？那这么折腾我们是干嘛？我们天生命贱陪他们玩吗？,https://weibo.com/2895574422/LnPpPAntj,0,0,0
4756786945202301,2022-04-10 19:24:07,于无声处wecte,https://weibo.com/u/5066111886,上海的怎么可以出来到处跑？,https://weibo.com/5066111886/LnPhQlPm5,0,0,0
4756772877242295,2022-04-10 18:28:13,在赤道游泳的企鹅,https://weibo.com/u/7510845537,我真的会无语[汗][汗][汗],https://weibo.com/7510845537/LnOV9uo3d,0,0,0
4756772647077347,2022-04-10 18:27:18,浮尘手残十级养老叽,https://weibo.com/u/1695334491,//@南风宜晴日: 完全是不把其他省市的人当人看啊……高风险疫情地区的人还让跨省考试？之前不是有疫情连高考都必须严格闭环专人监考吗？//@包邮区买卖:无语了//@洛梅笙 :上海还有人能乘车出市？那这么折腾我们是干嘛？我们天生命贱陪他们玩吗？,https://weibo.com/1695334491/LnOUMtH8L,0,0,0
4756770255802094,2022-04-10 18:17:48,Cabbin-,https://weibo.com/u/5537799027,[哇][哇][哇]//@大叔酱:怎么还没封城？//@洛梅笙:上海还有人能乘车出市？那这么折腾我们是干嘛？我们天生命贱陪他们玩吗？,https://weibo.com/5537799027/LnOQVoloa,0,0,0
4756769287181164,2022-04-10 18:13:57,Li_Abrahms,https://weibo.com/u/1790170144,3月31也有两个上海来的到我们福建这里……路过一下闹的满城风雨的……所以上海还没封城弄的到处都在麻烦的要死到底是为什么……,https://weibo.com/1790170144/LnOPmu89e,0,0,0
4756768070044446,2022-04-10 18:09:07,房舜商,https://weibo.com/u/5931078608,不要指望上海封城了，建议各省市只要检测到有上海旅居史的，一律强制隔离14天。不然全国都会被拖下水……//@大叔酱:怎么还没封城？//@洛梅笙:上海还有人能乘车出市？那这么折腾我们是干嘛？我们天生命贱陪他们玩吗？,https://weibo.com/5931078608/LnONp0byS,0,0,0
4756767428577410,2022-04-10 18:06:33,巴小克,https://weibo.com/u/5382046956,怎么出的去啊？？？,https://weibo.com/5382046956/LnOMmzZnk,0,0,0
4756765839196845,2022-04-10 18:00:14,大叔酱,https://weibo.com/u/2091915643,怎么还没封城？//@洛梅笙:上海还有人能乘车出市？那这么折腾我们是干嘛？我们天生命贱陪他们玩吗？,https://weibo.com/2091915643/LnOJNCAwd,2,3,1
