mid,publish_time,user_name,user_link,content,weibo_link,forward_num,comment_num,like_num
4750458881836645,2022-03-24 08:18:39,来去之间,https://weibo.com/u/1111681197,就算今天强制打疫苗，第3针要求间隔6个月，走出疫情也得大半年后了……“两种疫苗的三剂接种可提供非常高水平的预防重症与死亡保护率，保护率均达到了95%以上。这数据奠定了中国未来走出疫情的底气”,https://weibo.com/1111681197/LlaFi7HNj,131,179,1284
4755771390952905,2022-04-08 00:08:40,M鹿鹿鹿鹿夫人M,https://weibo.com/u/5513219143,屁股怎么这么歪啊??你对不起群众绝对不会放过你，另外wb正常人真的好少，评论区都认真的??//@红蓝的六边形:疫情是照妖镜//@SeptSiete7:再好的医生也只能医得了人身，医不了腐坏的人心,https://weibo.com/5513219143/LnoRR3ZTr,0,0,1
4755768631364477,2022-04-07 23:57:42,不是英国大力士,https://weibo.com/u/5693405172,“今后抗疫，维持生活正常化应该放到跟动态清零同样重要的位置”,https://weibo.com/5693405172/LnoNp5IXH,0,0,1
4755765985022231,2022-04-07 23:47:11,与莫奈一起赏花,https://weibo.com/u/2939290853,眼下，我们的城市正在经历前所未有的磨难；我们身边所有人都在静静地坚持。可我们依然深深爱着这座城市[心]，爱着我们的理想和信念。 讲政治容易，讲科学难。但我们仍应坚信科学！ 再次品读张医生的长文。语重心长，我们懂。,https://weibo.com/2939290853/LnoJ8l4vJ,0,0,0
4755763848811031,2022-04-07 23:38:42,战忽局饲养员,https://weibo.com/u/2276433245,屁股可别坐歪了，你要反思下自己是不是被敌对势力利用了？@张文宏医生,https://weibo.com/2276433245/LnoFGAY9p,0,0,2
4755763731371041,2022-04-07 23:38:14,书架时间,https://weibo.com/u/1276492394,转发,https://weibo.com/1276492394/LnoFv5KFz,0,0,0
4755758048085602,2022-04-07 23:15:39,还好还好还好好好,https://weibo.com/u/2095062611,//@荐见:划重点：1、今后抗疫，维持生活正常化应该放到跟动态清零同样重要的位置；2、新冠抗疫将是一个长期的过程，不能抱着咱就是不过了也要把病毒弄死的心态，要既控制好疫情，又保障居民生活,https://weibo.com/2095062611/LnowkxVqW,0,0,0
4755758019511461,2022-04-07 23:15:32,宪治文化传播-贾躍建,https://weibo.com/u/2034988314,呼吁张医生，这次奥秘克隆病毒毒性低，传染性强，个人推测潜伏期短，呼吁上海政府调整防疫政策，应该用更科学的方案打好这场防疫仗。如临大敌的过度防疫是完全没有必要甚至有害的。#上海疫情#,https://weibo.com/2034988314/LnowhDUmF,0,0,0
4755756610227115,2022-04-07 23:09:56,猫宁的小棉袄,https://weibo.com/u/6222924843,虽然没有关注过你，但我以前为什么每次刷到你的信息会觉得你是个了不起的人？是因为媒体对你的过度吹捧吗？也有可能是因为我打心眼里比较敬重医生这个职业。,https://weibo.com/6222924843/Lnou10X59,0,0,1
4755753506966046,2022-04-07 22:57:36,非同凡享Perk,https://weibo.com/u/2788190171,@suzi小毛妞,https://weibo.com/2788190171/Lnop0tebA,0,0,0
4755749237167850,2022-04-07 22:40:38,悍卒1118,https://weibo.com/u/1660790020,网红张医生，全国人民祝您健康！ @张文宏医生 //@趙培在看展:有些活不能說，但懂的都懂。,https://weibo.com/1660790020/Lnoi7u4Gu,0,0,0
4755734421574339,2022-04-07 21:41:46,周五多情少女,https://weibo.com/u/5145932781,反而觉得停摆抗疫更加影响正常生活与社会发展，尤其是在现在新冠远没有一开始爆发的时候严重。病毒在改变，那应对政策也应该有变化，而不是一味的一刀切。,https://weibo.com/5145932781/LnnUe6Byz,0,0,0
4755734334018326,2022-04-07 21:41:25,迷路的小陆哥,https://weibo.com/u/6468136689,你背叛了群众，群众不会放过你,https://weibo.com/6468136689/LnnU5gRlI,0,0,2
4755734216050863,2022-04-07 21:40:57,我自己的美学,https://weibo.com/u/5678299949,你最好是对得起你的良心说这些话,https://weibo.com/5678299949/LnnTTpo6z,0,0,2
4755731755303124,2022-04-07 21:31:09,如懿君菲,https://weibo.com/u/5624702485,转发微博,https://weibo.com/5624702485/LnnPVmfAg,0,0,0
4755731011601889,2022-04-07 21:28:13,浮生只若一梦,https://weibo.com/u/1407818934,坏种微博下站着一堆等着热乎的傻X。//@coin哈哈:要让群众消除对新冠的恐惧，相关媒体必须跟进报道病例入院后的治疗方案，现在国内媒体每天只会转发疾控病例新增数据，对于病例治疗情况却丝毫不关心，自愈的病例占多少，需要服药的占多少，需要呼吸机支撑的占多少，群众都不知道。,https://weibo.com/1407818934/LnnOJ6IIV,0,0,1
4755730224387124,2022-04-07 21:25:05,Mer-ce-des,https://weibo.com/u/5523044223,快转微博,https://weibo.com/5523044223/LnnNsipi4,0,0,0
4755729053391052,2022-04-07 21:20:26,渤海一粟,https://weibo.com/u/1435059911,//@默道20:看了几个无症状病人发的微博，确实是病毒不恐怖，恐怖的是身体和精神的压力和疲惫。体育运动大家都知道体力跟不上的时候，动作都会变形，最后只能躺下。之前的防疫方法可以打95分没问题，但是奥密克戎是不及格的。当然，病毒被妖魔化了。,https://weibo.com/1435059911/LnnLzeeao,0,0,0
4755725786286654,2022-04-07 21:07:27,藏小狐,https://weibo.com/u/3923911127,//@红蓝的六边形:疫情是照妖镜//@SeptSiete7:再好的医生也只能医得了人身，医不了腐坏的人心,https://weibo.com/3923911127/LnnGiqnrE,0,0,0
4755716378989893,2022-04-07 20:30:04,小麦千层,https://weibo.com/u/7497043769,转评区吓到我了//@ 七进七出刘阿斗:不是卫健委的还整天指点江山？//@ 纯可希得:张医生只是医务团队负责人。不是卫健委负责人，更不是上海市委市政府负责人，大家的委屈和怨气不要冲着张医生去。,https://weibo.com/7497043769/Lnnr7BIGh,0,0,0
