mid,publish_time,user_name,user_link,content,weibo_link,forward_num,comment_num,like_num
4755606890613388,2022-04-07 13:15:00,天津大学,https://weibo.com/u/1871729063,#85岁还在给本科生上课的院士走了# 先生千古[蜡烛][蜡烛][蜡烛]天大人定会传承你的志向，穷学理，振科工，为实地把中华改造而奋斗[加油][加油]#天大先生# #著名化工专家余国琮院士逝世# ,https://weibo.com/1871729063/LnkAx2zzm,17,8,150
4756115093456006,2022-04-08 22:54:24,20级湖中医药学二班团支部,https://weibo.com/u/7510286156,快转微博,https://weibo.com/7510286156/LnxOdev42,0,0,0
4756115055972284,2022-04-08 22:54:16,宜昌兰水仙,https://weibo.com/u/5572854847,转发,https://weibo.com/5572854847/LnxO9p3Fa,0,0,0
4756109258918523,2022-04-08 22:31:14,2021级中西医7班官微,https://weibo.com/u/7691256250,#遇见西南医科大的时光[超话]# @共青团西南医科大学委员会微博,https://weibo.com/7691256250/LnxENBq79,0,0,0
4756105961669462,2022-04-08 22:18:07,lily天堂976,https://weibo.com/u/6484770579,转发微博,https://weibo.com/6484770579/Lnxzu70iO,0,0,0
4756105567669835,2022-04-08 22:16:34,魔之果,https://weibo.com/u/1245353917,//@笛卡吾:退休年龄了还继续上课育人，做自己真心喜欢的事业，发光发热，肯定很幸福[心],https://weibo.com/1245353917/LnxyQwbh1,0,0,0
4756103340233935,2022-04-08 22:07:43,冰纯_007,https://weibo.com/u/6520716591,转发微博,https://weibo.com/6520716591/Lnxvg0YR9,0,0,0
4756102921325528,2022-04-08 22:06:03,睡在鱼缸里的猫,https://weibo.com/u/1686526840,//@笛卡吾:退休年龄了还继续上课育人，做自己真心喜欢的事业，发光发热，肯定很幸福[心],https://weibo.com/1686526840/LnxuA5yPu,0,0,0
4756101741942220,2022-04-08 22:01:22,蓝色咖啡721,https://weibo.com/u/6856865693,[good],https://weibo.com/6856865693/LnxsG89g8,0,0,0
4756099552776860,2022-04-08 21:52:40,人生如梦亦如幻1980,https://weibo.com/u/6750507628,一,https://weibo.com/6750507628/Lnxp9bEo4,0,0,0
4756099050511305,2022-04-08 21:50:40,really你好,https://weibo.com/u/5506130421,转发微博,https://weibo.com/5506130421/Lnxol290R,0,0,0
4756097338179830,2022-04-08 21:43:51,和风细雨于无声处,https://weibo.com/u/1008067765,转发微博,https://weibo.com/1008067765/LnxlzyjWK,0,0,0
4756096012521053,2022-04-08 21:38:36,嘬瓜,https://weibo.com/u/6466969245,转发微博,https://weibo.com/6466969245/LnxjrazQ9,0,0,0
4756094931175132,2022-04-08 21:34:18,山泉旁边煮茶,https://weibo.com/u/6207468363,快转微博,https://weibo.com/6207468363/LnxhH4VHK,0,0,0
4756093928214578,2022-04-08 21:30:19,小旎爱吃蛋炒饭,https://weibo.com/u/6363762259,快转微博,https://weibo.com/6363762259/Lnxg4ysZc,0,0,0
4756092196489529,2022-04-08 21:23:26,房地产置换师,https://weibo.com/u/7719241587,快转微博,https://weibo.com/7719241587/LnxdhredP,0,0,0
4756087792735021,2022-04-08 21:05:56,胖子李老太太,https://weibo.com/u/5457704935,转发微博,https://weibo.com/5457704935/Lnx6bbtvf,0,0,0
4756082339878166,2022-04-08 20:44:16,有肌肉的酒戒,https://weibo.com/u/7331862848,转发微博,https://weibo.com/7331862848/LnwXnFrLg,0,0,0
4756081815585869,2022-04-08 20:42:11,费雯丽bot,https://weibo.com/u/7435476145,//@根正苗红的贫农:他是首批留美归来学者之一，为新中国核技术起步和“两弹一星”突破作出了重要贡献。[心],https://weibo.com/7435476145/LnwWxnr8F,0,0,0
